text,label
I feel optimistic about my parents,Hopeful
Why does my colleagues always make me upset?,Anger
I feel so alone because of my colleagues,Loneliness
I wish I had someone to talk to about my siblings,Loneliness
I'm so angry at my project!,Anger
I'm so angry at the results!,Anger
I'm grateful for my friend,Grateful
the situation makes me anxious,Fear
Wow! I didn't expect my project,Surprise
I'm so angry at my school!,Anger
Why does my friend always make me upset?,Anger
I can't handle my family anymore,Overwhelmed
I feel so sad about my siblings,Sadness
Wow! I didn't expect the results,Surprise
I can't believe my grades!,Surprise
I'm thrilled because my parents,Joy
I can't stand my exams anymore!,Anger
my project means the world to me,Love
I feel nervous about my friend,Fear
I can't handle the results anymore,Overwhelmed
Nobody cares about my team,Loneliness
my siblings broke my heart,Sadness
I'm grateful for my roommate,Grateful
my exams is so frustrating,Frustration
I care so much about my school,Love
I care so much about my project,Love
I'm scared of the assignment,Fear
my colleagues means the world to me,Love
my siblings broke my heart,Sadness
I feel exhausted because of my parents,Overwhelmed
I can't deal with the teacher,Frustration
Why does my parents always make me upset?,Anger
I feel exhausted because of my life,Overwhelmed
I can't stop crying because of my grades,Sadness
I really love my project,Love
my roommate is too much for me,Overwhelmed
I wish I had someone to talk to about my friend,Loneliness
I can't stop crying because of my project,Sadness
Why does my colleagues always happen?,Frustration
Nobody cares about the teacher,Loneliness
I really appreciate the assignment,Grateful
the assignment broke my heart,Sadness
I can't stand my parents anymore!,Anger
my grades made my day!,Joy
my life is too much for me,Overwhelmed
Why does my exams always happen?,Frustration
Maybe my parents will improve,Hopeful
I feel so happy about my team,Joy
I'm grateful for the assignment,Grateful
Why does my grades always make me upset?,Anger
I'm scared of my parents,Fear
I feel so alone because of my family,Loneliness
I feel optimistic about my siblings,Hopeful
Nobody cares about my exams,Loneliness
my team means the world to me,Love
the assignment totally surprised me,Surprise
I feel exhausted because of my colleagues,Overwhelmed
Maybe my future will improve,Hopeful
I feel so sad about my family,Sadness
I can't handle the teacher anymore,Overwhelmed
my family totally surprised me,Surprise
I can't deal with my school,Frustration
I hope my future will get better,Hopeful
I feel so alone because of my exams,Loneliness
my grades totally surprised me,Surprise
I can't believe my exams!,Surprise
I'm so angry at the assignment!,Anger
I really love my exams,Love
I can't stop crying because of my grades,Sadness
the teacher means the world to me,Love
my project means the world to me,Love
I can't handle my family anymore,Overwhelmed
I hope my future will get better,Hopeful
the assignment means the world to me,Love
I feel so alone because of my exams,Loneliness
my grades totally surprised me,Surprise
Maybe my family will improve,Hopeful
the situation totally surprised me,Surprise
I really appreciate my life,Grateful
I feel exhausted because of my parents,Overwhelmed
I can't stand the teacher anymore!,Anger
I'm so angry at my exams!,Anger
I feel optimistic about the teacher,Hopeful
I feel so sad about my siblings,Sadness
I'm so angry at my team!,Anger
I can't believe my roommate!,Surprise
I feel nervous about my parents,Fear
I can't believe the situation!,Surprise
Nobody cares about my project,Loneliness
I feel so sad about my roommate,Sadness
the teacher means the world to me,Love
my siblings made my day!,Joy
I feel optimistic about my family,Hopeful
I feel so happy about my siblings,Joy
I feel optimistic about my parents,Hopeful
I'm scared of my life,Fear
Maybe my parents will improve,Hopeful
I'm scared of my school,Fear
my team makes me anxious,Fear
I can't handle my colleagues anymore,Overwhelmed
I'm so angry at my exams!,Anger
I'm so angry at my exams!,Anger
I can't handle my team anymore,Overwhelmed
I feel optimistic about my parents,Hopeful
I feel exhausted because of my exams,Overwhelmed
my project means the world to me,Love
I wish I had someone to talk to about my project,Loneliness
the situation is so frustrating,Frustration
the results makes me anxious,Fear
I really appreciate the assignment,Grateful
I feel so alone because of my team,Loneliness
I feel so alone because of the teacher,Loneliness
Wow! I didn't expect the results,Surprise
Why does my roommate always happen?,Frustration
I hope my future will get better,Hopeful
I feel so alone because of the results,Loneliness
Why does the teacher always make me upset?,Anger
I really love my roommate,Love
I'm so angry at my exams!,Anger
I feel so sad about my family,Sadness
I feel so happy about my parents,Joy
Nobody cares about my team,Loneliness
I feel exhausted because of my project,Overwhelmed
I feel exhausted because of my grades,Overwhelmed
I care so much about my project,Love
Why does my family always make me upset?,Anger
I care so much about the situation,Love
my team broke my heart,Sadness
I can't handle my team anymore,Overwhelmed
I can't believe my exams!,Surprise
the results is so frustrating,Frustration
I care so much about my siblings,Love
I'm grateful for the results,Grateful
Why does my parents always make me upset?,Anger
I can't stop crying because of my colleagues,Sadness
I feel nervous about my life,Fear
my colleagues broke my heart,Sadness
my grades is too much for me,Overwhelmed
I feel so happy about my friend,Joy
I'm grateful for my project,Grateful
my exams totally surprised me,Surprise
I feel so sad about my colleagues,Sadness
my life totally surprised me,Surprise
Maybe my grades will improve,Hopeful
my project means the world to me,Love
Wow! I didn't expect my project,Surprise
my friend broke my heart,Sadness
my future makes me anxious,Fear
Why does my school always happen?,Frustration
I can't believe the results!,Surprise
Nobody cares about my friend,Loneliness
I wish I had someone to talk to about my life,Loneliness
I can't deal with the assignment,Frustration
I really love my exams,Love
I really love my grades,Love
my exams broke my heart,Sadness
I feel nervous about the assignment,Fear
my life made my day!,Joy
my roommate made my day!,Joy
I wish I had someone to talk to about my colleagues,Loneliness
I feel so happy about my siblings,Joy
Maybe the teacher will improve,Hopeful
the assignment made my day!,Joy
my school makes me anxious,Fear
I hope my life will get better,Hopeful
I feel nervous about the assignment,Fear
my grades broke my heart,Sadness
I can't believe my life!,Surprise
my friend is too much for me,Overwhelmed
I'm grateful for my life,Grateful
I can't stop crying because of the results,Sadness
I can't handle my parents anymore,Overwhelmed
the results is too much for me,Overwhelmed
I can't handle my siblings anymore,Overwhelmed
I really love my parents,Love
I feel optimistic about my friend,Hopeful
I feel nervous about my family,Fear
Why does my family always happen?,Frustration
my colleagues is too much for me,Overwhelmed
I can't handle my colleagues anymore,Overwhelmed
Why does my exams always happen?,Frustration
my exams is too much for me,Overwhelmed
Wow! I didn't expect the assignment,Surprise
I feel so alone because of my family,Loneliness
I feel so alone because of the teacher,Loneliness
my parents is too much for me,Overwhelmed
Why does the teacher always make me upset?,Anger
I feel so sad about the results,Sadness
I feel nervous about the teacher,Fear
I can't deal with my siblings,Frustration
I'm thrilled because my siblings,Joy
Nobody cares about my future,Loneliness
Thank you my parents for everything,Grateful
I'm grateful for my parents,Grateful
I can't deal with my exams,Frustration
Wow! I didn't expect my life,Surprise
the results means the world to me,Love
I feel optimistic about my friend,Hopeful
Why does my siblings always make me upset?,Anger
Maybe the results will improve,Hopeful
I'm so angry at my exams!,Anger
my family makes me anxious,Fear
the results is so frustrating,Frustration
my project is so frustrating,Frustration
the results broke my heart,Sadness
I wish I had someone to talk to about my friend,Loneliness
Nobody cares about my colleagues,Loneliness
I feel optimistic about the situation,Hopeful
Maybe my exams will improve,Hopeful
I feel nervous about my exams,Fear
I can't handle the assignment anymore,Overwhelmed
Wow! I didn't expect my grades,Surprise
Maybe my grades will improve,Hopeful
I'm thrilled because my life,Joy
Why does the assignment always happen?,Frustration
I'm grateful for my parents,Grateful
I can't stop crying because of my siblings,Sadness
I can't believe the teacher!,Surprise
I care so much about my future,Love
my colleagues made my day!,Joy
the results made my day!,Joy
Thank you my project for everything,Grateful
I can't deal with my colleagues,Frustration
I care so much about the assignment,Love
Nobody cares about my life,Loneliness
I wish I had someone to talk to about my parents,Loneliness
Nobody cares about the teacher,Loneliness
Maybe my grades will improve,Hopeful
I really appreciate my future,Grateful
